name,website,description,country,healthcare_type,status,status_code,source,validated_date
Error - Could not access,https://medicalandhealthorganisationsbasedingermany.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:35
Error - Could not access,https://medicalandhealthorganisationsbasedintheunitedkingdom.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:36
Error - Could not access,https://medicalandhealthorganisationsbasedintheunitedkingdom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:37
Error - Could not access,https://medicalandhealthorganisationsbasedintheunitedkingdom.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:38
Error - Could not access,https://medicaltechnologycompaniesbycountry.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:39
Error - Could not access,https://medicaltechnologycompaniesbycountry.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:40
Error - Could not access,https://medicaltechnologyintheunitedkingdom.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:41
Error - Could not access,https://medicaltechnologyintheunitedkingdom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:42
Error - Could not access,https://medicaltechnologyintheunitedkingdom.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:43
Error - Could not access,https://medicinechestidiom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:44
Error - Could not access,https://medicinechestidiom.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:45
Error - Could not access,https://mondobiotech.ch,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Switzerland,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:46
Unknown Company,https://mondobiotech.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:14:47
Error - Could not access,https://navilystmedical.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:48
Unknown Company,https://navilystmedical.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:14:49
Error - Could not access,https://navilystmedical.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:50
Error - Could not access,https://nemauramedical.co.uk,Error: HTTP <urlopen error [Errno 111] Connection refused>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno 111] Connection refused>,Discovered,2025-07-21 11:14:52
Error - Could not access,https://nemauramedical.com,Error: HTTP HTTP Error 500: Internal Server Error,Europe,Healthcare Services,Error,HTTP HTTP Error 500: Internal Server Error,Discovered,2025-07-21 11:14:53
Error - Could not access,https://nemauramedical.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:54
Error - Could not access,https://newcrosshealthcare.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:14:55
Unknown Company,https://newcrosshealthcare.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:14:58
Unknown Company,https://newcrosshealthcare.uk,No description available,United Kingdom,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:14:59
Error - Could not access,https://nuffieldhealth.co.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:15:30
Unknown Company,https://nuffieldhealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:15:32
Error - Could not access,https://nuffieldhealth.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:33
Error - Could not access,https://onehealthgroup.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:34
Unknown Company,https://onehealthgroup.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:15:35
Error - Could not access,https://onehealthgroup.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:36
Error - Could not access,https://pharmaceuticalcompaniesbycountry.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:38
Error - Could not access,https://pharmaceuticalcompaniesbycountry.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:39
Error - Could not access,https://pharmaceuticalcompaniesofengland.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:40
Error - Could not access,https://pharmaceuticalcompaniesofengland.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:41
Error - Could not access,https://pharmaceuticalcompaniesofengland.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:42
Error - Could not access,https://pharmaceuticalcompaniesofgermany.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:43
Error - Could not access,https://pharmaceuticalcompaniesofgermany.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:44
Error - Could not access,https://pharmaceuticalcompaniesofscotland.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:45
Error - Could not access,https://pharmaceuticalcompaniesofscotland.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:46
Error - Could not access,https://pharmaceuticalcompaniesofscotland.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:47
Error - Could not access,https://pharmaceuticalcompaniesoftheunitedkingdom.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:48
Error - Could not access,https://pharmaceuticalcompaniesoftheunitedkingdom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:49
Error - Could not access,https://pharmaceuticalcompaniesoftheunitedkingdom.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:50
Error - Could not access,https://pharmaceuticalindustryinsweden.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:51
Error - Could not access,https://pharmaceuticalindustryinsweden.se,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Sweden,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:52
Error - Could not access,https://pharmaceuticalindustryintheunitedkingdom.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:53
Error - Could not access,https://pharmaceuticalindustryintheunitedkingdom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:54
Error - Could not access,https://pharmaceuticalindustryintheunitedkingdom.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:55
Error - Could not access,https://premiermedicalgroup.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:15:56
Unknown Company,https://premiermedicalgroup.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:00
Error - Could not access,https://premiermedicalgroup.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:01
Error - Could not access,https://privatemedicineintheunitedkingdom.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:02
Error - Could not access,https://privatemedicineintheunitedkingdom.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:03
Error - Could not access,https://privatemedicineintheunitedkingdom.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:04
Error - Could not access,https://puretechhealth.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:05
Unknown Company,https://puretechhealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:27
Error - Could not access,https://puretechhealth.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:28
Unknown Company,https://quantumpharmaceutical.co.uk,No description available,United Kingdom,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:31
Unknown Company,https://quantumpharmaceutical.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:32
Error - Could not access,https://quantumpharmaceutical.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Biotechnology,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:16:49
Error - Could not access,https://ramsayhealthcareuk.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:50
Error - Could not access,https://ramsayhealthcareuk.com,Error: HTTP <urlopen error [Errno -5] No address associated with hostname>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -5] No address associated with hostname>,Discovered,2025-07-21 11:16:52
Error - Could not access,https://ramsayhealthcareuk.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:53
Error - Could not access,https://reliantpharmaceuticals.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:54
Unknown Company,https://reliantpharmaceuticals.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:55
Error - Could not access,https://reliantpharmaceuticals.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:56
Error - Could not access,https://roesermedical.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:16:57
Unknown Company,https://roesermedical.de,No description available,Germany,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:16:59
Error - Could not access,https://rothmanhealthcare.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:00
Unknown Company,https://rothmanhealthcare.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:17:01
Error - Could not access,https://rothmanhealthcare.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:02
Error - Could not access,https://rutherfordhealth.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:03
Unknown Company,https://rutherfordhealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:17:04
Error - Could not access,https://rutherfordhealth.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:05
Error - Could not access,https://salutemhealthcare.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:06
Error - Could not access,https://salutemhealthcare.com,Error: HTTP <urlopen error [Errno -3] Temporary failure in name resolution>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -3] Temporary failure in name resolution>,Discovered,2025-07-21 11:17:20
Error - Could not access,https://salutemhealthcare.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:21
Error - Could not access,https://sesambiotechgmbh.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:22
Error - Could not access,https://sesambiotechgmbh.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:17:23
Error - Could not access,https://sfrmedical.co.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:17:54
Unknown Company,https://sfrmedical.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:17:56
Error - Could not access,https://sfrmedical.uk,Error: HTTP <urlopen error [Errno 111] Connection refused>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno 111] Connection refused>,Discovered,2025-07-21 11:17:57
Error - Could not access,https://sfs-healthcare.com,Error: HTTP The read operation timed out,Europe,Healthcare Services,Error,HTTP The read operation timed out,Manual,2025-07-21 11:18:24
Error - Could not access,https://shirepharmaceuticalcompany.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:18:25
Error - Could not access,https://shirepharmaceuticalcompany.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:18:26
Error - Could not access,https://shirepharmaceuticalcompany.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:18:27
Unknown Company,https://shop.getnutrio.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:18:28
Error - Could not access,https://siemenshealthineers.com,Error: HTTP <urlopen error [Errno -5] No address associated with hostname>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -5] No address associated with hostname>,Discovered,2025-07-21 11:18:29
Error - Could not access,https://siemenshealthineers.de,Error: HTTP <urlopen error timed out>,Germany,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:19:01
Error - Could not access,https://spirehealthcare.co.uk,Error: HTTP <urlopen error [Errno 111] Connection refused>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno 111] Connection refused>,Discovered,2025-07-21 11:19:02
Unknown Company,https://spirehealthcare.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:04
Unknown Company,https://spirehealthcare.uk,No description available,United Kingdom,Healthcare Services,Active,200,Discovered,2025-07-21 11:19:05
Error - Could not access,https://stratecbiomedicalsystems.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:06
Error - Could not access,https://stratecbiomedicalsystems.de,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Germany,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:07
Unknown Company,https://synergyhealth.co.uk,No description available,United Kingdom,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:08
Unknown Company,https://synergyhealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:10
Error - Could not access,https://synergyhealth.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:11
Error - Could not access,https://vantixdiagnostics.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:12
Error - Could not access,https://vantixdiagnostics.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:13
Error - Could not access,https://vantixdiagnostics.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:14
Error - Could not access,https://viivhealthcare.co.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:19:30
Unknown Company,https://viivhealthcare.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:31
Error - Could not access,https://viivhealthcare.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:19:48
Unknown Company,https://visioncheckout.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:49
Error - Could not access,https://vyerapharmaceuticals.ch,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Switzerland,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:50
Error - Could not access,https://vyerapharmaceuticals.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:51
Unknown Company,https://westfieldhealth.co.uk,No description available,United Kingdom,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:19:53
Unknown Company,https://westfieldhealth.com,No description available,Europe,Healthcare Services,Active,200,Discovered,2025-07-21 11:19:55
Error - Could not access,https://westfieldhealth.uk,Error: HTTP <urlopen error [Errno -5] No address associated with hostname>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -5] No address associated with hostname>,Discovered,2025-07-21 11:19:56
Error - Could not access,https://www.abingdonhealth.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:19:57
Unknown Company,https://www.abingdonhealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:00
Error - Could not access,https://www.abingdonhealth.eu,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:01
Error - Could not access,https://www.abingdonhealth.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:02
Unknown Company,https://www.acalta.de,No description available,Germany,AI/ML Healthcare,Active,200,Manual,2025-07-21 11:20:03
Unknown Company,https://www.actimi.com,No description available,Europe,AI/ML Healthcare,Active,200,Manual,2025-07-21 11:20:05
Unknown Company,https://www.adahealth.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:09
Unknown Company,https://www.adahealth.de,No description available,Germany,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:10
Unknown Company,https://www.adahealth.eu,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:12
Unknown Company,https://www.alfa-ai.com,No description available,Europe,AI/ML Healthcare,Active,200,Manual,2025-07-21 11:20:13
Error - Could not access,https://www.alliedhealthcare.co.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:14
Error - Could not access,https://www.alliedhealthcare.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:15
Error - Could not access,https://www.alliedhealthcare.eu,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:16
Error - Could not access,https://www.alliedhealthcare.uk,Error: HTTP <urlopen error [Errno -2] Name or service not known>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:18
Error - Could not access,https://www.annexinpharmaceuticals.com,Error: HTTP <urlopen error [SSL: RECORD_LAYER_FAILURE] record layer failure (_ssl.c:1029)>,Europe,Biotechnology,Error,HTTP <urlopen error [SSL: RECORD_LAYER_FAILURE] record layer failure (_ssl.c:1029)>,Discovered,2025-07-21 11:20:19
Error - Could not access,https://www.annexinpharmaceuticals.eu,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Biotechnology,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:20
Error - Could not access,https://www.annexinpharmaceuticals.se,Error: HTTP <urlopen error [SSL: RECORD_LAYER_FAILURE] record layer failure (_ssl.c:1029)>,Sweden,Biotechnology,Error,HTTP <urlopen error [SSL: RECORD_LAYER_FAILURE] record layer failure (_ssl.c:1029)>,Discovered,2025-07-21 11:20:21
Unknown Company,https://www.apheris.com,No description available,Europe,AI/ML Healthcare,Active,200,Manual,2025-07-21 11:20:23
Unknown Company,https://www.apodienste.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:24
Aporize,https://www.aporize.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:26
Error - Could not access,https://www.arztlena.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:27
Unknown Company,https://www.auta.health,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:28
Unknown Company,https://www.avayl.tech,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:29
Unknown Company,https://www.avimedical.com/avi-impact,No description available,Europe,AI/ML Healthcare,Active,200,Manual,2025-07-21 11:20:31
Error - Could not access,https://www.babylonhealth.co.uk,Error: HTTP <urlopen error [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1029)>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1029)>,Discovered,2025-07-21 11:20:32
Error - Could not access,https://www.babylonhealth.com,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:20:33
Unknown Company,https://www.babylonhealth.eu,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:20:34
Error - Could not access,https://www.babylonhealth.uk,Error: HTTP <urlopen error timed out>,United Kingdom,Healthcare Services,Error,HTTP <urlopen error timed out>,Discovered,2025-07-21 11:21:05
Error - Could not access,https://www.besinshealthcare.com,Error: HTTP <urlopen error [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1029)>,Europe,Healthcare Services,Error,HTTP <urlopen error [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1029)>,Discovered,2025-07-21 11:21:06
Error - Could not access,https://www.besinshealthcare.eu,Error: HTTP <urlopen error [Errno -2] Name or service not known>,Europe,Healthcare Services,Error,HTTP <urlopen error [Errno -2] Name or service not known>,Discovered,2025-07-21 11:21:07
Unknown Company,https://www.besinshealthcare.fr,No description available,France,Healthcare Services,Active,200,Discovered,2025-07-21 11:21:09
Unknown Company,https://www.biotechnology.com,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:21:11
Unknown Company,https://www.biotechnology.eu,No description available,Europe,AI/ML Healthcare,Active,200,Discovered,2025-07-21 11:21:13
Error - Could not access,https://www.biotechnology.fr,Error: HTTP <urlopen error [Errno 101] Network is unreachable>,France,Biotechnology,Error,HTTP <urlopen error [Errno 101] Network is unreachable>,Discovered,2025-07-21 11:21:29
