name,website,description,location,category,source_directory,employees,funding,domain
Tubulis,https://startuprise.co.uk/top-10-healthtech-startups-in-switzerland/,"Established in 2016 in Munich by Roman Rittweger, Ottonova has positioned itself as a comprehensive digital health insurance solution. The founder aimed to revolutionize health insurance services through digital means.Read also -Top 10 HealthTech Sta",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
HMNC Brain Health,https://startuprise.co.uk/top-10-healthtech-startups-in-denmark/,"Top HealthTech Startups in Germany | Patient21Established in 2018 in Berlin by Dr. Daniel Nathrath, Dr. Julius Oster, and Luisa Menezes, Patient21 is a digital healthcare platform with physical clinics. The founders aimed to create a seamless healthc",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Wellster,https://startuprise.co.uk/top-10-ai-copywriting-tools/,"Top HealthTech Startups in Germany | HMNC Brain HealthBased in Munich, HMNC Brain Health was founded in 2020 by Prof. Dr. med. Nikolai Axmacher, Prof. Dr. Dr. Thomas Schultz, and Dr. Martin Rossner. The founders aimed to advance precision medicine so",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Climedo,https://startuprise.co.uk/top-10-fintech-startups-in-spain/,Wellster is a healthtech startup that wants to make it easier for people to get effective treatments for everyday health problems. Wellster is a healthtech startup aimed at giving more people easy access to effective treatments for everyday health pr,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Name the Top 12 HealthTech Startups in Germany?,,"Name the Top 12 HealthTech Startups in Germany?Orbem, Sport Alliance, AMSilk, CatalYm, Floy, Habyt, Ottonova, Tubulis, Patient21, HMNC Brain, Wellster and Climedo Health are Top 12 HealthTech Startups in Germany.",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Who founded HMNC Brain Health?,,"Who founded HMNC Brain Health?HMNC Brain Health was founded in 2020 by Prof. Dr. med. Nikolai Axmacher, Prof. Dr. Dr. Thomas Schultz, and Dr. Martin Rossner",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Business Ideas in Paris for Young entrepreneurs,,Business Ideas in Paris for Young entrepreneurs,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
List of Unicorn Startups in Europe 2024,,List of Unicorn Startups in Europe 2024,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Top 10 HealthTech Startups in Denmark,,Top 10 HealthTech Startups in Denmark,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Top 20 Best Electric Vehicle(EV) Startups in Europe,,Top 20 Best Electric Vehicle(EV) Startups in Europe,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Types Of Funding For Startups,,Types Of Funding For Startups,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Top 12 Fintech Startups in Germany 2025,,Top 12 Fintech Startups in Germany 2025,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,
Trending Stories,https://startuprise.co.uk/business-ideas-in-austria/,Trending StoriesTop Business Ideas In AustriaTop 12 Elder Care Startups in Europe 2025Top Agritech Startups in NetherlandsEuropean New Unicorn – 2024What is a GP Investor?Pitch Deck Competition Slide TemplateTop 12 Climate Tech and Green Tech Startup,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Discover,https://startuprise.co.uk/startup-insight/,DiscoverStartup NewsStartup TVStartup StoriesStartup InsightBrowse StartupEvents,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
More,https://www.more.de,MoreAbout UsAdvertisementPrivacy PolicyTerms & ConditionsDisclaimerPatnershipContact,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,www.more.de
Platforms,https://startuprise.org,PlatformsAsia PacificAmericaIndia,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.org
Follow us,https://whatsapp.com/channel/0029VaVijVv2Jl88uVMCsT1I,Follow usFollow us,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,whatsapp.com
Asia Pacific,https://startuprise.org,Asia Pacific,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.org
India,https://viestories.com/,India,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,viestories.com
Suggestions,https://www.suggestions.de,Suggestions,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,www.suggestions.de
Table of Contents,https://www.tableofcontents.de,Table of Contentsshow,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,www.tableofcontents.de
Want to amplify your startup’s story?,,"Want to amplify your startup’s story?EU Startup News is your launchpad to reach startup founders, investors, and C-level execs across Europe. Discover our tailored promotional strategies such as Sponsored Articles and Partnerships. Clickhereto learn ",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Related,https://www.related.com,RelatedIs This the Ultimate Solution to Lost Property in the Sharing Economy?Belgium’s Rising Stars in Software: 15 Exciting Startups to WatchBiotech Breakthroughs: Unraveling Germany’s 15 Emerging Biotechnology Startups15 French Startups that are Re,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,www.related.com
Is This the Ultimate Solution to Lost Property in the Sharing Economy?,,Is This the Ultimate Solution to Lost Property in the Sharing Economy?,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Belgium’s Rising Stars in Software: 15 Exciting Startups to Watch,,Belgium’s Rising Stars in Software: 15 Exciting Startups to Watch,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Biotech Breakthroughs: Unraveling Germany’s 15 Emerging Biotechnology Startups,,Biotech Breakthroughs: Unraveling Germany’s 15 Emerging Biotechnology Startups,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
You might be interested in,,"You might be interested inMay 5, 2025Black In Tech Berlin Announces Groundbreaking Membership Platform to Empower Black Tech Talent Across EuropeMarch 3, 2025Who are Dublin’s Top Influential Marketing Startups Transforming the Industry?February 20, 2",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Who are Dublin’s Top Influential Marketing Startups Transforming the Industry?,,"March 3, 2025Who are Dublin’s Top Influential Marketing Startups Transforming the Industry?",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
What Are Hovedstaden’s Most Influential App Startups Transforming the Tech Scene?,,"February 20, 2025What Are Hovedstaden’s Most Influential App Startups Transforming the Tech Scene?",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Can AI-Driven Human Cloud Platforms Revolutionise European Software Engineering?,,"February 17, 2025Can AI-Driven Human Cloud Platforms Revolutionise European Software Engineering?",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
How is HR Tech Changing the Life Science and IT Recruitment in 2025?,,"February 2, 2025How is HR Tech Changing the Life Science and IT Recruitment in 2025?",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Which E-Commerce Startups are Revolutionizing Baden-Wurttemberg’s Market in 2025?,,"January 20, 2025Which E-Commerce Startups are Revolutionizing Baden-Wurttemberg’s Market in 2025?",Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Exploring the Art of AI: 15 Interesting Art Startups in Germany,,Previous StoryExploring the Art of AI: 15 Interesting Art Startups in Germany,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
Opel Special Vehicles – Revolutionizing the Automotive Industry in Europe,,Next StoryOpel Special Vehicles – Revolutionizing the Automotive Industry in Europe,Germany,,https://eustartup.news/15-innovative-health-care-startups-in-germany-driving-change-in-the-industry/,,,
